city,year,month,day,hour,title,city_sector,address,intersection,postal_code,latitude,longitude
Ottawa,2018,10,14,,Blackburn Hamlet Cancer Chase,East Ottawa,1660 Bearbrook Road,1660 Bearbrook Road,K1B 1C4,,
Ottawa,2018,9,27,,Soiree Salus,Downtown/Central,42 Sussex Drive,42 Sussex Drive,K1M 2C9,,
Ottawa,2018,10,25,,Ballade transcanadienne,East Ottawa,245 Centrum Boulevard,245 Centrum Boulevard,K1E 0A1,,
Ottawa,2018,9,7,,Laurier House Whiskey Tasting,Downtown/Central,"335 Laurier Avenue, East","335 Laurier Avenue, East",K1N 6R4,,
Ottawa,2018,9,28,,JW-Jones cd release party,Downtown/Central,220 Elgin Street,220 Elgin Street,K2P 1L7,,
Ottawa,2018,8,23,,North of Nightfall Screening,Downtown/Central,50 Sussex Drive,50 Sussex Drive,K1M 2K1,,
Ottawa,2018,9,22,,Bicycle Film Festival,Downtown/Central,292 Elgin Street,292 Elgin Street,K2P 1M3,,
Ottawa,2018,9,29,,Glebestock,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3,,
Ottawa,2018,9,13,,Adrienne Scott - Magpie Landscapes,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1,,
Ottawa,2018,10,21,,Artist Talk: Adrienne Scott - Magpie Landscapes,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1,,
Ottawa,2018,9,4,,Verdant,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4,,
Ottawa,2018,9,15,,Charity block party,West Ottawa,1 Tartan Drive,1 Tartan Drive,K2J 2W7,,
Ottawa,2018,10,18,,38th Annual Reach Celebrity Auction,South Ottawa,700 Ridgewood Ave.,700 Ridgewood Ave.,K1V 6N1,,
Ottawa,2018,9,21,,Fifty-Five Plus Lifestyle Show,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6,,
Ottawa,2018,9,8,,Throwing Graceful Forms with Paula Murray,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1,,
Ottawa,2018,9,7,,One Night on the Wheel,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1,,
Ottawa,2018,9,30,,Pro Organo: Organist Pascale Rouet in concert,Downtown/Central,25 Bruyère Street,25 Bruyère Street,K1N 5C8,,
Ottawa,2018,10,26,,Pro Organo: Organist Philip Crozier in concert,Downtown/Central,523 Old St Patrick Street,523 Old St Patrick Street,K1N 5L5,,
Ottawa,2018,10,16,,Makem & Clancy - The Next Generation Tour,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2018,9,8,,Bug Day!,Downtown/Central,861 Prince of Wales Dr.,861 Prince of Wales Dr.,K2C 3R6,,
Ottawa,2018,11,3,,Eleventh Hour - The Armistice Centennial – A Musical Commemoration,Downtown/Central,1 Vimy Place,1 Vimy Place,K0A 0M8,,
Ottawa,2018,9,26,,Ottawa International Animation Festival 2018 ,Region Wide,-,-,K1A 0A4,,
Ottawa,2018,10,3,,Feast of Fields,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K2P 2L7,,
Ottawa,2018,10,28,,Ottawa Fire Truck Pull,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3,,
Ottawa,2018,9,22,,2018 Ottawa Pinball and Gameroom Show ,West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2,,
Ottawa,2018,10,2,,Academy of St Martin in the Fields,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2018,10,18,,Angela Hewitt: Bach Odyssey VII,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2018,11,6,,ECM+ Generation 2018,Downtown/Central,53 Elgin Street,53 Elgin Street,K1P 5W1,,
Ottawa,2018,9,20,,Chamberfest Inaugural Gala,South Ottawa,2901 Gibford Drive,2901 Gibford Drive,K1V 2L9,,
Ottawa,2018,11,17,,New Orford String Quartet,Downtown/Central,380 Sussex Drive,380 Sussex Drive,K1N 9N4,,
Ottawa,2018,12,14,,Silver and Gold (Night 1 and 2),Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2018,9,15,,Bonsai Art Exhibition 2018,Downtown/Central,255 Sussex Drive,255 Sussex Drive,K1N 9E6,,
Ottawa,2019,1,18,,Angela Hewitt: Bach Odyssey VIII,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2019,2,1,,Gryphon Trio with Nordic Voices,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2019,2,16,,Romero Guitar Quartet,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2019,3,4,,Cuarteto Casals,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2019,4,7,,Vienna Boys Choir,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2019,5,8,,Mischa Maisky,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8,,
Ottawa,2018,9,15,,Sam Kirmayer Trio featuring Ben Paterson,Downtown/Central,310 St. Patrick Street,310 St. Patrick Street,K1N 5K5,,
Ottawa,2018,9,14,,Parfocal Lens: Debating Ballen,Downtown/Central,77 Pamilla Street,77 Pamilla Street,K1S 3K7,,
Ottawa,2018,9,22,,La Fête FrancOrléans,East Ottawa,500 Millennium Blvd.,500 Millennium Blvd.,K4A 4X3,,
Ottawa,2018,8,25,,Fifteenth National Jewellery Student Competition Exhibition ,Downtown/Central,13 Murray St.,13 Murray St.,K1N 9M5,,
Ottawa,2018,9,1,,Fall into Harvest,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3,,
Ottawa,2018,9,15,,Fairfields Heritage Harvest,West Ottawa,3080 Richmond Road,3080 Richmond Road,K2B 7J5,,
Ottawa,2018,9,1,,Horaceville Harvest,Rural West,270 Pinhey's Point Rd,270 Pinhey's Point Rd,K0A 1T0,,
Ottawa,2018,9,15,,Fall into Vintage at Makerspace north,Downtown/Central,250 City Centre Avenue,250 City Centre Avenue,K1R 1C7,,
Ottawa,2018,9,20,,Food for Thought - Worms in Your Kitchen: The Hows and Whys of Vermicomposting,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1,,
Ottawa,2018,9,24,,Café-Croissant-Jaseries,,55 Byward Market Square,55 Byward Market Square,K1N 9C3,,
Ottawa,2018,11,17,,Ottawa Adventure Film Festival 2018,South Ottawa,1074 Bank Street,1074 Bank Street,K1S 3X3,,
Ottawa,2018,10,27,,Twelfth Annual Great Pumpkin Charity Ball,Downtown/Central,310 St. Patrick St.,310 St. Patrick St.,K1N 5K5,,
Ottawa,2018,9,15,,FOPLA Mammoth Book sale,West Ottawa,100 Tallwood Drive,100 Tallwood Drive,K2G 4R7,,
Ottawa,2018,10,11,,Cheryl Pagurek – Fragile,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1,,
Ottawa,2018,11,18,,Q and A with the artist: Cheryl Pagurek – Fragile,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1,,
Ottawa,2018,10,11,,Opening Reception: Cheryl Pagurek – Fragile,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1,,
Ottawa,2018,10,12,,Haunted House on the Hill,South Ottawa,2100 Cabot St.,2100 Cabot St.,K1H 6K1,,
Ottawa,2018,10,6,,Snaggle featuring Brownman Ali,Downtown/Central,"135 1/2, Besserer Street","135 1/2, Besserer Street",K1N 6A7,,
Ottawa,2018,9,27,,"Série Danse 10 #31 - Lesandra Dodson, Crazy Smooth, FloorPlay",Downtown/Central,2 Daly Ave,2 Daly Ave,K1N 6E2,,
Ottawa,2018,9,29,,Step into the Studio,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1,,
Ottawa,2018,10,1,,Curious and Kind,Downtown/Central,57 Lyndale Avenue,57 Lyndale Avenue,K1Y 2M6,,
Ottawa,2018,11,17,,GoSalsa 12th Christmas Gala Extravaganza,Hull Sector,331 Boulevard de la Cité-des-Jeunes,331 Boulevard de la Cité-des-Jeunes,J8Y 6T3,,
Ottawa,2018,9,29,,Culture Days,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3,,
Ottawa,2018,10,17,, Empyrean,Downtown/Central,50 Mackenzie King Bridge,50 Mackenzie King Bridge,K1N 0C5,,
Ottawa,2018,10,28,,Halloween Hijinks,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3,,
Ottawa,2018,9,11,,The World Remembers,Downtown/Central,2 Rideau Street,2 Rideau Street,K1N 8X5,,
Ottawa,2018,10,13,,Second Annual Mad Crafters Tea Party and Market ,West Ottawa,103 Malvern Drive,103 Malvern Drive,K2J 4T2,,
Ottawa,2018,10,11,,Sand Mandala 2018,Downtown/Central,"110, Laurier street West","110, Laurier street West",K1P 1J1,,
Ottawa,2018,10,11,,TimeLess,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2018,10,25,,Nepean Seniors Recreation Centre Open House,West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2,,
Ottawa,2018,10,21,,Fairy Tale Frightfest,South Ottawa,2100 Cabot St.,2100 Cabot St.,K1H 6K1,,
Ottawa,2018,10,21,,Haunted Horaceville,Rural West,270 Pinhey's Point Rd,270 Pinhey's Point Rd,K0A 1T0,,
Ottawa,2018,9,28,,Acres of Terror,Rural South,1480 County Road 32,1480 County Road 32,K0A 1R0,,
Ottawa,2018,11,17,,2018 Gift of Art Show and Sale,West Ottawa,2500 Campeau Drive,2500 Campeau Drive,k2k 2w3,,
Ottawa,2018,10,16,,Tranquility,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4,,
Ottawa,2018,10,18,,Uncork,Downtown/Central,254 Preston Street,254 Preston Street,K1R 7R4,,
Ottawa,2018,10,18,,Twenty-sixth Annual Open Studio,Downtown/Central,951 Gladstone Avenue,951 Gladstone Avenue,K1Y 3E5,,
Ottawa,2018,11,10,,A Matter Of Spirit: A Hundred Years After the Great War,Downtown/Central,429 Parkdale Avenue,429 Parkdale Avenue,K1Y1H3,,
Ottawa,2018,10,23,,Trick or Toccata ,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2018,10,20,,Veils and Cocktails,West Ottawa,170 Colonnade Rd,170 Colonnade Rd,K2E 7J5,,
Ottawa,2018,10,28,,Rattle Me Bones,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3,,
Ottawa,2018,11,23,,The Penultimate Problem of Sherlock Holmes,Downtown/Central,910 Gladstone Street,910 Gladstone Street,K1R 6Y4,,
Ottawa,2018,10,13,,Family Fun Day,West Ottawa,110 Michael Cowpland Drive,110 Michael Cowpland Drive,K2M 1X3,,
Ottawa,2018,10,26,,Oktoberfest,West Ottawa,"102 Greenview Drive, Britannia Park","102 Greenview Drive, Britannia Park",K2B 8J8,,
Ottawa,2018,11,18,,Sky High Magic: Master Illusionist Chris Pilsworth,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3,,
Ottawa,2018,11,4,,Music at the Museum: We Will Remember,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3,,
Ottawa,2018,10,7,,Justin Duhaime Quartet plays the music of Django Reinhardt,Downtown/Central,750 Gladstone Ave,750 Gladstone Ave,K1R 7B1,,
Ottawa,2018,10,20,,Spark Soirée,South Ottawa,2901 Gibford Drive,2901 Gibford Drive,K1V 2L9,,
Ottawa,2018,10,20,,Ray Montford 'Share My Sky' Album Release Concert,Downtown/Central,953 Gladstone Ave.,953 Gladstone Ave.,K1Y 4W5,,
Ottawa,2018,10,26,,DrupalCamp Ottawa,Downtown/Central,800 King Edward Avenue,800 King Edward Avenue,K1N 6N5,,
Ottawa,2018,10,28,,Pumpkin Party!,West Ottawa,16 Rowley Avenue,16 Rowley Avenue,K2G 1L9,,
Ottawa,2018,10,20,,Red Trillium Studio Tour,Region Wide,-,-,K1A 0A4,,
Ottawa,2018,11,3,,Christmas in the Valley Artisan Show,Rural West,182 Bridge Street,182 Bridge Street,K0A 1A0,,
Ottawa,2018,10,20,,Galatecha,East Ottawa,1867 St. Laurent Boulevard,1867 St. Laurent Boulevard,K1G 5A3,,
Ottawa,2018,11,8,,In the Spotlight,Hull Sector,1 Casino Boulevard,1 Casino Boulevard,J8Y 6W3,,
Ottawa,2018,12,1,,Jeffrey Li,East Ottawa,70 James Street,70 James Street,K1R 5M3,,
Ottawa,2018,10,20,,FOPLA Monthly Mammoth Book sale,West Ottawa,100 Tallwood Drive,100 Tallwood Drive,K2G 4R7,,
Ottawa,2018,11,18,,Latin Expo 2018,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3,,
Ottawa,2018,10,6,,Thanksgiving Weekend at the Farm,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1,,
Ottawa,2018,10,20,,Capital Region Model Railway Tour,Region Wide,-,-,K1A 0A4,,
Ottawa,2018,10,12,,Gallemit - Thériault,Downtown/Central,202-66 Muriel Street,202-66 Muriel Street,K1S 4E1,,
Ottawa,2018,10,28,,Justin Duhaime Quartet plays the music of Django Reinhardt,Hull Sector,70 Promenade du Portage,70 Promenade du Portage,J8X 2K1,,
Ottawa,2018,10,20,,Annual Fall Bazaar,West Ottawa,740 Melfa Crescent,740 Melfa Crescent,K2C0P2,,
Ottawa,2018,10,18,,Ready for Rain Workshops,West Ottawa,411 Dovercourt Avenue,411 Dovercourt Avenue,K2A 0S9,,
Ottawa,2018,11,14,,CARP Ottawa Fall Event ,West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2,,
Ottawa,2018,10,27,,Knox Annual Harvest Bazaar,Downtown/Central,120 Lisgar Street,120 Lisgar Street,K2P 0C2,,
Ottawa,2018,10,27,,Howl-o-Ween at the OHS,South Ottawa,245 West Hunt Club Rd.,245 West Hunt Club Rd.,K2E 1A6,,
Ottawa,2018,10,27,,Bazaar and Art Show,West Ottawa,470 Roosevelt Avenue,470 Roosevelt Avenue,K2A 1Z6,,
Ottawa,2018,10,23,,Odyssey,West Ottawa,"1701 Woodroffe Avenue, Nepean Sportsplex","1701 Woodroffe Avenue, Nepean Sportsplex",K2G 1W2,,
Ottawa,2018,11,5,,We Remember,West Ottawa,16 Rowley Avenue,16 Rowley Avenue,K2G 1L9,,
Ottawa,2018,11,17,,Bowie Lives,Rural East,132 Montreal Road,132 Montreal Road,K6H 1B3,,
Ottawa,2018,11,14,,CPAWS Soirée,Downtown/Central,50 Mackenzie King Bridge,50 Mackenzie King Bridge,K1N 0C5,,
Ottawa,2018,12,8,,Musical Theatre Karaoke,Downtown/Central,220 Elgin Street,220 Elgin Street,K2P 1L7,,
Ottawa,2018,12,1,,Craft Studio Sale and Christmas Bazaar,Downtown/Central,670 Albert Street,670 Albert Street,K1R 6L2,,
Ottawa,2018,12,7,,Sing with Festive Cheer Christmas Concert,West Ottawa,20 Young Road,20 Young Road,K2L 1W1,,
Ottawa,2018,11,10,,St Helen's Old Fashioned Christmas Bazaar,East Ottawa,1234 Prestone Drive,1234 Prestone Drive,K1E 3X6,,
Ottawa,2018,11,3,,Black Cherry Band CD Release ,East Ottawa,245 Centrum Boulevard,245 Centrum Boulevard,K1E 0A1,,
Ottawa,2018,11,27,,Authentic Wreath Making Workshop,West Ottawa,3080 Richmond Road,3080 Richmond Road,K2B 7J5,,
Ottawa,2018,11,1,,"CKCU Benefit Show with Sparklesaurus, leMeow and Death Metal Witch",Downtown/Central,750 Gladstone Ave,750 Gladstone Ave,K1R 7B1,,
Ottawa,2018,11,9,,ITR Theatre Presents,Rural South,5660 Main Street,5660 Main Street,K0A 2W0,,
Ottawa,2018,11,8,,"Opening Reception: Barbara Brown and Cynthia O'Brien – LifeCycle Conversations Judith Parker, curatorial collaborator",Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1,,
Ottawa,2018,12,2,,"Artists' tour and catalogue launch: Barbara Brown and Cynthia O'Brien – LifeCycle Conversations Judith Parker, curatorial collaborator",Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1,,
Ottawa,2018,11,20,,Great Big smalls XIV,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4,,
Ottawa,2019,1,6,,"Curatorial Talk: Barbara Brown and Cynthia O'Brien – LifeCycle Conversations Judith Parker, curatorial collaborator",Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1,,
Ottawa,2018,12,1,,Holidays for Hope,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8,,
Ottawa,2019,4,25,,Young At Art: Trinity Art Gallery,East Ottawa,"245, Centrum Blvd","245, Centrum Blvd",K1E 0A1,,
Ottawa,2019,4,18,,Young At Art: Kanata Civic Art Gallery,West Ottawa,2500 Campeau Drive,2500 Campeau Drive,k2k 2w3,,
Ottawa,2019,4,20,,Young At Art: Atrium Art Gallery,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G5K9,,
Ottawa,2018,11,9,,260 Fingers,Downtown/Central,175 Third Avenue,175 Third Avenue,K1S 2K1,,
Ottawa,2018,11,14,,Ottawa Canada-China Film festival,Downtown/Central,325 Rideau Street,325 Rideau Street,K1N 5Y4,,
Ottawa,2018,12,1,,"Ginny, Casa Lagarto, Bitter North",Downtown/Central,885 Bank Street,885 Bank Street,K1S 3W4,,
Ottawa,2018,11,22,,Ottawa LIVERight Gala,East Ottawa,200 Coventry Road,200 Coventry Road,K1K 4S3,,
Ottawa,2018,1,25,,Ben Heppner and Toronto Mass Choir,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,9,,Kick It: A Dance Club for Kids,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,12,,The Debaters,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,16,,Emily Brown and The Thing,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,22,,Made in Cuba: Lizt Alfonso Dance Cuba,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,27,,Scott Bradlee's Postmodern Jukebox,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,28,,Roch Voisine,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,3,2,,Matthew Good,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,3,10,,Tea With A Twist of Opera,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,3,28,,Erth's Prehistoric Aquarium Adventure,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,4,2,,Lisa Brokop Presents: Legendary Ladies of Country Featuring Patricia Conroy & Amanda Wilkinson,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,4,14,,Tea With a Mix of Musicians' Picks,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7,,
Ottawa,2019,2,22,,Sing Out for CHEO,East Ottawa,1211 Lemieux St.,1211 Lemieux St.,K1J 7T1,,
Ottawa,2018,11,10,,Close to You: Celebrating the Music of the Carpenters,Rural South,100 Saint Lawrence Street,100 Saint Lawrence Street,K0G 1N0,,
Ottawa,2018,12,13,,Opening Reception: Kaleidoscope - 2018 Additions to the City of Ottawa Art Collection,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1,,
Ottawa,2018,12,6,,Kaleidoscope - 2018 Additions to the City of Ottawa Art Collection,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1,,
Ottawa,2018,11,11,,Gatineau Reptile Expo,Region Wide,,,,,
Ottawa,2018,11,9,,Warp,Downtown/Central,202-66 Muriel Street,202-66 Muriel Street,K1S 4E1,,
Ottawa,2018,11,15,,Familiar - Erin Robertson ,Downtown/Central,13 Murray St.,13 Murray St.,K1N 9M5,,
Ottawa,2018,11,24,,Kanata Art Club Christmas $100 and Under Sale,West Ottawa,630 Cameron Harvey Drive,630 Cameron Harvey Drive,K2K 1X7,,
Ottawa,2018,11,19,,Forum Lecture: The Small Architectural Practice,Downtown/Central,1125 Colonel By Drive,1125 Colonel By Drive,K1S 5B6,,
Ottawa,2018,11,24,,"A ""Gift of Art"" Fine Art Show and Sale",East Ottawa,210 Blackburn avenue,210 Blackburn avenue,K1N 8A8,,
Ottawa,2018,11,17,,Friends of the Ottawa Public Library Mammoth Book Sale,West Ottawa,100 Tallwood Drive,100 Tallwood Drive,K2G 4R7,,
Ottawa,2018,11,18,,Kanata Symphony Orchestra O-Train Ball,West Ottawa,207 Woodroffe Avenue,207 Woodroffe Avenue,K2A 3V1,,
Ottawa,2019,3,2,,Kidsfest Ottawa,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6,,
Ottawa,2018,11,28,,Sneezy Waters and Vince Halfhide,East Ottawa,70 James Street,70 James Street,K1R 5M3,,
Ottawa,2018,11,17,,Annual Research Forum in Gatineau Park,Gatineau Park/Chelsea,33 Scott Road,33 Scott Road,,,
Ottawa,2018,11,28,,Come and meet the 2018 Governor General’s Literary Award winners,Downtown/Central,150 Elgin Street,150 Elgin Street,K1P 5V8,,
Ottawa,2018,11,18,,Ottawa Youth Orchestra Concert,Downtown/Central,310 St. Patrick Street,310 St. Patrick Street,K1N 5K5,,
Ottawa,2018,12,16,,"A World of Carols, Cantiamo Choirs of Ottawa Concert",West Ottawa,207 Woodroffe Avenue,207 Woodroffe Avenue,K2A 3V1,,
Ottawa,2018,12,9,,Holidays at The Parks,West Ottawa,401 Corkstown Road,401 Corkstown Road,K2H 8T1,,
Ottawa,2018,11,16,,Parfocal Lens: Fabricated Visions,Downtown/Central,77 Pamilla Street,77 Pamilla Street,K1S 3K7,,
Ottawa,2018,11,17,,Meadowlands Public School Craft and Vendor Fair ,West Ottawa,10 Fieldrow Street,10 Fieldrow Street,K2G 2Y7,,
Ottawa,2018,11,18,,BAPS Diwali and Annakut Celebration,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6,,
Ottawa,2018,12,7,,"Vernissage: Something old, something new",East Ottawa,6600 Carrière Street,6600 Carrière Street,K1C 1J4,,
Ottawa,2018,11,16,,Much Ado About Nothing,South Ottawa,1125 Colonel By Drive,1125 Colonel By Drive,K1S 5B6,,
Ottawa,2018,12,2,,Vernissage,Downtown/Central,290 City Centre Avenue,290 City Centre Avenue,K1R 7R7,,
Ottawa,2018,12,1,,Fisher Park Christmas Craft Market ,Downtown/Central,250 Holland Avenue,250 Holland Avenue,K1Y 0Y6,,
Ottawa,2018,12,2,,Home for Christmas,Rural South,16 Centre Street,16 Centre Street,K0E 1X0,,
Ottawa,2018,11,25,,Tree of Life Candlelight Remembrance,Downtown/Central,280 Beechwood Ave,280 Beechwood Ave,K1L 8E2,,
Ottawa,2018,11,30,,Vintage Village of Lights,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3,,
Ottawa,2018,12,1,,Elves at the Estate,South Ottawa,2100 Cabot St.,2100 Cabot St.,K1H 6K1,,
Ottawa,2018,12,8,,Fairfields Kidsmas,West Ottawa,3080 Richmond Road,3080 Richmond Road,K2B 7J5,,
Ottawa,2018,12,8,,Fairfields Victorian Christmas,West Ottawa,3080 Richmond Road,3080 Richmond Road,K2B 7J5,,
Ottawa,2018,12,15,,Nepean Christmas Celebration,West Ottawa,16 Rowley Avenue,16 Rowley Avenue,K2G 1L9,,
Ottawa,2019,2,19,,Heritage Day,Downtown/Central,"110, Laurier street West","110, Laurier street West",K1P 1J1,,
Ottawa,2018,12,8,,Wakefield Christmas Market,Gatineau Park/Chelsea,38 Valley Drive,38 Valley Drive,J0X 3G0,,
Ottawa,2019,2,8,,Strum,Hull Sector,1 Casino Boulevard,1 Casino Boulevard,J8Y 6W3,,
Ottawa,2018,11,30,,TOK Ottawa Symposium,Region Wide,-,-,K1A 0A4,,
Ottawa,2018,12,8,,Winter Wonderland Vintage Pop-up,West Ottawa,389 Richmond Road,389 Richmond Road,K2A 0E7,,
Ottawa,2018,11,29,,No Man's Land: The Art of Mary Riter Hamilton,Downtown/Central,395 Wellington Street,395 Wellington Street,K1A0N4,,
Ottawa,2018,12,2,,The Peace of Christmas,Downtown/Central,2345 Alta Vista Drive,2345 Alta Vista Drive,K1H 7M6,,
Ottawa,2018,11,25,,Achromatically Inclined Opening Reception,East Ottawa,"245, Centrum Blvd","245, Centrum Blvd",K1E 0A1,,
Ottawa,2018,12,15,,Sound the Trumpet,West Ottawa,20 Young Road,20 Young Road,K2L 1W1,,
Ottawa,2018,12,8,,Ottawa Carleton Choristers' Chsitmas Concert,West Ottawa,207 Woodroffe Avenue,207 Woodroffe Avenue,K2A 3V1,,
Ottawa,2018,11,30,,A Noteworthy Woman,Downtown/Central,30 Bank Street,30 Bank Street,K1A 0G9,,
Ottawa,2018,12,1,,Legend and Legacy: Featuring music of Mozart and Bernstein,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7,,
Ottawa,2019,2,15,,The Ottawa Bachata Festival 2019,West Ottawa,1000 Byron Ave,1000 Byron Ave,K2A 0J3,,
Ottawa,2018,12,1,,OHS Critter Christmas Family Event,South Ottawa,245 West Hunt Club Rd.,245 West Hunt Club Rd.,K2E 1A6,,
Ottawa,2018,11,30,,Overbrook Diary,Downtown/Central,815 Saint Laurent Boulevard,815 Saint Laurent Boulevard,K1K 3A7,,
Ottawa,2018,12,8,,Children's Books for Socially Conscious Reading,West Ottawa,347 Richmond Road,347 Richmond Road,K2A 0E7,,
Ottawa,2018,12,1,,Momo Spot Pop-Up Restaurant III,Downtown/Central,473 Albert Street,473 Albert Street,K1R 7X3,,
Ottawa,2018,12,15,,Sleigh Bells Ring!,Downtown/Central,429 Parkdale Avenue,429 Parkdale Avenue,K1Y1H3,,
Ottawa,2018,12,8,,FOPLA Mammoth Book sale,West Ottawa,100 Tallwood Drive,100 Tallwood Drive,K2G 4R7,,
Ottawa,2018,12,2,,Propeller Dance Community Day 2018,Downtown/Central,175 Third Avenue,175 Third Avenue,K1S 2K1,,
Ottawa,2018,11,27,,The Common Cinema,Downtown/Central,2 Daly Avenue,2 Daly Avenue,K1N 6E2,,
Ottawa,2018,12,8,,Our Winter Songs for You,Downtown/Central,140 Laurier Avenue West,140 Laurier Avenue West,K1N 6N6,,
Ottawa,2018,12,26,,Boxing Day Comedy Blowout!,Downtown/Central,292 Elgin Street,292 Elgin Street,K2P 1M3,,
Ottawa,2019,1,19,,Like A Boss EP Release ,Downtown/Central,220 Elgin Street,220 Elgin Street,K2P 1L7,,
Ottawa,2018,12,18,,Orkidstra Holiday Concert,Downtown/Central,211 Bronson Avenue,211 Bronson Avenue,K1R6H4,,
Ottawa,2018,12,16,,Spectacle du Choeur Pleinchant : De nouvelles couleurs de Noël,East Ottawa,1111 Orleans Boulevard,1111 Orleans Boulevard,K1C 7C8,,
Ottawa,2018,12,1,,Stanley's Country Christmas Craft Fair,Rural South,2452 York's Corners Road,2452 York's Corners Road,K0A 1V0,,
